id,userId,title,description,duration,datePublishing,creationDate,counterUseful,viewCounter,aria aperta,cultura,food,sport,tempo libero,viaggi,duration_min,days
62355f98272ae5672fbc3ac7,632,['spiaggia'],"['paradiso', 'amant', 'sole', 'mare', 'sole', 'cocktail', 'resort', 'mare', 'aspettativa', 'penisola', 'misura', 'turista', 'zona', 'isola', 'turista', 'spiaggia', 'sabbia', 'acqua', 'ombrellon', 'hotel', 'resort', 'sfondo', 'ideal', 'spiaggia', 'spiaggia', 'gioiellino', 'spiaggia', 'palma', 'albero', 'hotel', 'water_wav', 'patong', 'freedom', 'beach', 'baia', 'percorso', 'discesa', 'giungla', 'pena', 'percorso', 'sabbia', 'acqua', 'color', 'longtail', 'boat', 'barca', 'acqua', 'water_wav', 'banana', 'nord', 'aereoporto', 'gioiellino', 'phuket', 'vegetazion', 'sentiero', 'radic', 'albero', 'gradino', 'spiaggia', 'snorkel', 'pesc', 'venditor', 'passeggiata', 'pineta', 'water_wav', 'spiaggia', 'sud', 'foto', 'pena', 'angolino']",0.0,2022-03-19T04:44:09.503Z,2022-03-19T04:44:08.000+00:00,0,2.0,0,0,0,0,0,1,0.0,9
620abb33ff8ae67f37cafe3c,442,[],"['spiaggia', 'isola', 'spiaggia', 'mare', 'terra', 'foresta', 'spiaggia', 'spiaggia', 'servizio', 'taxi', 'local', 'spiaggia', 'barca', 'barca', 'giornata', 'sole', 'bagno', 'acqua', 'oceano']",3600000.0,2022-02-14T20:27:32.224Z,2022-02-14T20:27:31.000+00:00,0,413.0,0,0,0,0,0,1,60.0,41
620aa536ff8ae67f37cafb06,442,['tigr'],"['marcio', 'maltrattamento', 'animal', 'sconsiglio', 'passeggiata', 'elefant', 'sfruttamento', 'centro', 'esperienza', 'tigr', 'sensazion', 'animal']",3600000.0,2022-02-14T20:05:09.586Z,2022-02-14T18:53:42.000+00:00,0,414.0,0,0,0,0,0,1,60.0,41
62349ff2272ae5672fbc3135,632,['big'],"['meta', 'turista', 'assalto', 'spiaggia', 'acqua', 'meraviglia', 'pena', 'big', 'mont', 'kata', 'cemento', 'piastrellin', 'marmo', 'metro', 'penisola', 'collina', 'buddha', 'turismo', 'restrizion', 'gent', 'scalinata', 'serpent', 'base', 'posizion', 'fior', 'loto', 'vento', 'campanello', 'foglia', 'oro', 'aria', 'incenso', 'attrazion', 'spiritualità', 'zona', 'preghiera', 'offerta', 'benedizion', 'braccialetto', 'monaco', 'statua', 'cartello', 'storia', 'progetto', 'insegnamento', 'albero', 'panorama', 'grado', 'baia', 'isola', 'lontananza', 'vista', 'collina', 'scimmia', 'orangutan', 'incontro', 'telefono', 'mano', 'interno', 'base', 'tempio', 'costruzion', 'postazion', 'tappeto', 'meditazion', 'minuto', 'cartello', 'man_in_lotus_posit', 'meditazion', 'energia', 'benesser', 'riconnession', 'cosmo', 'big', 'tsunami', 'sguardo', 'mare', 'protezion', 'abitant', 'costruzion', 'donazion', 'persona', 'turista', 'tempio', 'devoto', 'donazion', 'messaggio', 'nome', 'piastrella', 'marmo', 'baht', 'dimension', 'tessera', 'nome', 'fortuna', 'cultura', 'vacanza', 'mare']",0.0,2022-03-19T04:48:49.248Z,2022-03-18T15:06:26.000+00:00,0,4.0,0,0,0,0,0,1,0.0,10
6234aa65272ae5672fbc34c2,632,"['wat', 'tempio']","['spiaggia', 'pena', 'tempio', 'big', 'tempio', 'tempio', 'monaco', 'buddista', 'luang', 'ribellion', 'cittadino', 'conoscenza', 'erba', 'medicinal', 'ferito', 'scontro', 'tempio', 'edificio', 'chedi', 'stupa', 'piano', 'metro', 'frammento', 'paret', 'soffitto', 'tempio', 'dipinto', 'passo', 'piano', 'statua', 'gradino', 'vetrata', 'frammento', 'ampolla', 'gent', 'pace', 'tranquillità', 'fedel', 'oracolo', 'fortuna', 'vaso', 'bastoncino', 'bastoncino', 'terra', 'armadietto', 'messaggio', 'numero', 'bastoncino', 'edificio', 'tempio', 'statua', 'monaco', 'tempio', 'lek', 'nonno', 'khee', 'lek', 'signor', 'lotteria', 'statua', 'wat', 'lotteria', 'aiuto', 'piano', 'chedi', 'rumor', 'esterno', 'struttura', 'cupola', 'forno', 'matton', 'fuoco', 'artificio', 'persona', 'desiderio', 'segno', 'riconoscenza', 'significato', 'comportamento', 'ritual', 'fondo', 'cultura']",0.0,2022-03-19T04:04:27.356Z,2022-03-18T15:51:01.000+00:00,0,4.0,0,0,0,0,0,1,0.0,10
622ae45399fd4c40442f305f,571,"['volontariato', 'thabarwa', 'centr']","['thabarwa', 'centr', 'monastero', 'santuario', 'monaco', 'persona', 'rifugio', 'alloggio', 'persona', 'età', 'religion', 'volontariato', 'centro', 'arrivo', 'ufficio', 'informazion', 'welcom', 'tour', 'volontario', 'centro', 'palazzina', 'ingresso', 'volontario', 'dormitorio', 'donna', 'piano', 'sala', 'meditazion', 'ambient', 'condivision', 'amicizia', 'volontariato', 'offerta', 'cibo', 'cena', 'thabarwa', 'grazia', 'donazion', 'cibo', 'soldo', 'attività', 'centro', 'sera', 'volontario', 'coordinator', 'attività', 'fisioterapia', 'doccia', 'persona', 'clinic', 'taxi', 'attività', 'esperienza', 'arricchimento', 'attività', 'clinic', 'taxi', 'signor', 'durata', 'esperienza', 'settimana']",0.0,2022-03-11T05:55:32.736Z,2022-03-11T05:55:31.000+00:00,0,3.0,0,1,0,0,0,0,0.0,17
622c3b8ac992ca28f33c7f21,571,"['escursion', 'tramonto', 'rock']","['cuor', 'zona', 'interess', 'base', 'dintorno', 'rock', 'palazzo', 'fortezza', 'estremità', 'roccia', 'regno', 're', 'fortezza', 'sito', 'patrimonio', 'budget', 'dollaro', 'escursion', 'rock', 'maestosità', 'front', 'rock', 'roccia', 'escursion', 'parola', 'tuk', 'tuk', 'ingresso', 'biglietto', 'marzo', 'rupia', 'escursion', 'biglietteria', 'scarpa', 'tempietto', 'mano', 'zaino', 'visita', 'tempio', 'spalla', 'gamba', 'bello', 'salita', 'rete', 'commento', 'salut', 'salita', 'scalino', 'paura', 'scalino', 'roccia', 'abbigliamento', 'scarpa', 'trek', 'roccia', 'durata', 'salita', 'minuto', 'vista', 'alto', 'giungla', 'risaia', 'parola', 'front', 'rock', 'escursion']",0.0,2022-03-12T06:19:55.882Z,2022-03-12T06:19:54.000+00:00,1,8.0,1,0,0,0,0,0,0.0,16
621128704f9d177c90f36d8a,579,['rock'],"['attrazion', 'rock', 'interno', 'parco', 'roccia', 'vallata', 'vegetazion', 'sommità', 'rovina', 'palazzo', 'secolo', 'zona', 'patrimonio', 'umanità', 'numero', 'turista', 'sito', 'mattina', 'apertura', 'luce', 'clima', 'persona', 'roccia', 'erosion', 'vulcano', 'forma', 'roccia', 'collina', 'metro', 'sommità', 'scala', 'roccia', 'visitator', 'alto', 'rovina', 'castello', 're', 'roccia', 'nome', 'rock', 'livello', 'porta', 'leon', 'zampa', 'visitator', 'ingresso', 'palazzo', 'percorso', 'affresco', 'preistoria', 'palazzo', 'monastero', 'grotta', 'monaco', 'affresco', 'grotta', 'roccia', 'monastero', 'rappresentazion', 'donna', 'meditazion', 'monaco', 'immagin', 'palazzo', 'uso', 'secolo', 'scoperta', 'esplorator', 'rovina', 'percorso', 'visita', 'fossato', 'giardino', 'scimmia', 'base', 'collina', 'scala', 'scala', 'palazzo', 'matton', 'scala', 'metallo', 'vista', 'alto', 'vallata', 'montagna', 'sfondo', 'sommità', 'sforzo', 'gradino', 'fatica', 'vista', 'percorso', 'famiglia', 'bambino', 'sito', 'calma', 'silenzio', 'perimetro', 'muro', 'palazzo', 'appezzamento', 'cistern', 'vista']",3600000.0,2022-02-19T17:27:13Z,2022-02-19T17:27:12.000+00:00,0,406.0,0,1,0,0,0,0,60.0,36
621122974f9d177c90f369be,579,"['treno', 'porta']","['treno', 'tragitto', 'leggenda', 'nome', 'orient', 'express', 'diritto', 'treno', 'sri', 'treno', 'paesaggio', 'particolarità', 'treno', 'porta', 'corsa', 'viaggiator', 'paesaggio', 'foresta', 'piantagion', 'tè', 'villaggio', 'treno', 'viaggiator', 'tragitto', 'natura', 'magia', 'treno', 'class', 'class', 'prezzo', 'sedil', 'straniero', 'man', 'mano', 'class', 'backpack', 'vagon', 'viaggiator', 'sognator', 'porta', 'lunghezza', 'viaggio', 'treno', 'corsa', 'sterpaglia', 'vallata', 'azzurro', 'cielo', 'verd', 'campo', 'treno', 'foresta', 'nuvola', 'punta', 'albero', 'temperatura', 'treno', 'ingresso', 'paesaggio', 'piantagion', 'tè', 'sri', 'tè', 'natura', 'agglomerato', 'abitazion', 'villaggio', 'local', 'viaggio', 'viaggio', 'treno', 'gener', 'viaggio', 'treno', 'porta', 'maniglia', 'naso', 'frammento', 'terra', 'viaggio', 'silenzio', 'connession', 'viaggio', 'percorso', 'biglietteria', 'pied', 'viaggio', 'ruba']",3600000.0,2022-02-19T17:02:15.571Z,2022-02-19T17:02:15.000+00:00,1,405.0,0,0,0,0,0,1,60.0,36
622c398cc992ca28f33c7edd,571,"['visita', 'sito', 'dambulla', 'sri']","['mare', 'passeggiata', 'piantagion', 'safari', 'elefant', 'mese', 'sri', 'zona', 'zona', 'sito', 'interess', 'parco', 'safari', 'tappa', 'meta', 'interess', 'bu', 'centesimo', 'rupia', 'stazion', 'bu', 'dambulla', 'bu', 'tempio', 'oro', 'fermata', 'tempio', 'tuk', 'tuk', 'possibilità', 'ticket', 'scala', 'complesso', 'rock', 'templ', 'gradino', 'complesso', 'templi', 'meta', 'sito', 'patrimonio', 'umanità', 'visita', 'interno', 'grotta', 'statua', 'grotta', 'grotta', 'paret', 'quantità', 'visita', 'templi', 'dress', 'coda', 'spalla', 'gamba', 'salita', 'scimmia', 'visita']",0.0,2022-03-12T06:11:25.746Z,2022-03-12T06:11:24.000+00:00,1,6.0,0,0,0,0,0,1,0.0,16
61f81896de25614ef958a724,269,['tatuaggio'],"['tatuaggio', 'tecnica', 'compagno', 'largo', 'ko', 'isola', 'studio', 'fiducia', 'igien', 'eleph', 'soggetto', 'scelta', 'elefant', 'santuario', 'animal', 'cultura', 'gamba', 'artista', 'opera', 'parola', 'artista', 'ragion', 'pratica', 'cultura', 'tradizion', 'spettacolo', 'tatuaggio', 'uso', 'macchinetta', 'bastoncino', 'bambù', 'ago', 'estremità', 'quantità', 'precision', 'preoccupazion', 'step', 'igien', 'mare', 'problema', 'acqua', 'sole', 'tecnica', 'esecuzion', 'macchinetta', 'ago', 'profondità', 'ferita', 'esecuzion', 'dolor']",3600000.0,2022-01-31T17:12:55.220Z,2022-01-31T17:12:54.000+00:00,0,437.0,0,1,0,0,0,0,60.0,55
620a90c8ff8ae67f37caf97f,530,[],"['tour', 'arcipelago', 'nott', 'tabella', 'marcia', 'nott', 'bellezza', 'spiaggia', 'golfo', 'siam', 'isola', 'passato', 'isola', 'marinaio', 'pionier', 'esplorator', 'isola', 'kmq', 'milion', 'visitator', 'tipo', 'struttura', 'hotel', 'bungalow', 'gener', 'bisogno', 'pò', 'tranquillità', 'riposo', 'tappa', 'full', 'parti', 'psichedelich', 'festa', 'luna', 'isola', 'atmosfera', 'bungalow', 'spiaggia', 'prezzo', 'spiaggia', 'centro', 'movida', 'isola', 'attività', 'windsurf', 'moto', 'acqua', 'paracadut', 'onda', 'mare', 'motoscafo', 'eccezion', 'massaggio', 'centro', 'benesser', 'hotel', 'prezzo', 'minuto', 'aeroporto', 'samui', 'spiaggia', 'isola', 'chilometro', 'costa', 'palma', 'cocco', 'spiaggia', 'isola', 'rete', 'albergo', 'lusso', 'capanno', 'bambù', 'spiaggia', 'bungalow', 'legno', 'ristorant', 'aperto', 'aspetto', 'spiaggia', 'metà', 'spiaggia', 'palma', 'cocco', 'acqua', 'intenzion', 'tour', 'dubbio', 'programma', 'viaggio']",3600000.0,2022-02-16T15:15:51.387Z,2022-02-14T17:26:32.000+00:00,0,447.0,0,0,0,0,0,1,60.0,41
61defcbe11b3bf4d3185a6e2,220,"['ko', 'mangrovi', 'coccodrillo']","['destinazion', 'richiamo', 'massa', 'parco', 'arcipelago', 'isola', 'confin', 'malesia', 'mare', 'andaman', 'destinazion', 'volo', 'volo', 'pullman', 'pak', 'bara', 'pernottamento', 'bungalow', 'minuto', 'motonav', 'isola', 'causa', 'fondal', 'tappa', 'piattaforma', 'mare', 'imbarcazion', 'isola', 'tappa', 'isola', 'colonia', 'prigioniero', 'parco', 'isola', 'paradiso', 'spiaggia', 'palud', 'mangrovia', 'turismo', 'massa', 'isola', 'ristorant', 'ranger', 'alimentari', 'bungalow', 'disposizion', 'ranger', 'parco', 'isola', 'visita', 'grotta', 'coccodrillo', 'grotta', 'nord-est', 'isola', 'barca', 'coccodrillo', 'pontil', 'legno', 'grotta', 'pied', 'fortuna', 'coccodrillo']",0.0,2022-01-12T16:07:29.165Z,2022-01-12T16:07:26.000+00:00,0,412.0,0,0,0,0,0,1,0.0,74
620aa33bff8ae67f37cafaf7,442,['mercato'],"['oretta', 'macchina', 'centro', 'mercato', 'damnoen', 'giro', 'barca', 'color', 'confusion', 'varani', 'affianco', 'taxi']",3600000.0,2022-02-14T18:45:16.224Z,2022-02-14T18:45:15.000+00:00,0,410.0,0,1,0,0,0,0,60.0,41
